Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	Meta	eMeta1	eMeta2	logg	elogg1	elogg2	rho	erho1	erho2	Prot	eProt1	eProt2	Age	eAge1	eAge2	cutoff	class	type	cat1	cat2	e_M	e_R	e_Teff	e_L	mode
607	EPIC211804579	1.013046086	0.020530157	0.020530157	0.967850446	0.050333744	0.050333744	5899	118	141	0.9802	0.0877082578545067	0.0877082578545067	-0.139	0.16	0.28	4.313	0.13	0.364	NA	NA	NA	10.9104	0	0	0.79	0.06	0.06	3.9273217	MS	G	huber16	rebull17	2.02657680472002	5.2005704195336	2.19528733683675	8.94799610839693	Clust
608	EPIC211807213	0.16	0.021	0.011	0.178	0.019	0.011	3388	146	104	0.004733	0.000793910647286053	0.000793910647286053	-0.158	0.25	0.25	5.131	0.025	0.03	NA	NA	NA	0.6136	0	0	0.79	0.06	0.06	5.5732822	PMS	M	huber16	rebull17	10	8.42696629213483	3.68949232585596	16.7739414174108	Clust
609	EPIC211810140	0.202	0.034	0.029	0.214	0.027	0.024	3491	128	107	0.005384	0.00083139993069759	0.00083139993069759	-0.09	0.2	0.2	5.076	0.035	0.042	NA	NA	NA	1.4169	0	0	0.79	0.06	0.06	5.5057657	PMS	M	huber16	rebull17	15.5940594059406	11.9158878504673	3.36579776568319	15.4420492328676	Clust
610	EPIC211810283	0.871666174	0.011298788	0.011298788	0.747474198	0.025201939	0.025201939	5573	132	110	0.472	0.0167591498673049	0.0167591498673049	-0.066	0.15	0.27	4.484	0.045	0.585	NA	NA	NA	8.9809	0	0	0.79	0.06	0.06	4.1410147	MS	G	huber16	rebull17	1.29622880146316	3.37161323660834	2.17118248699085	3.55066734476799	Clust
611	EPIC211810915	0.414	0.08	0.096	0.377	0.062	0.072	3821	176	147	0.0297	0.00114845421345184	0.00114845421345184	-0.028	0.15	0.21	4.897	0.077	0.055	NA	NA	NA	19.2197	0	0	0.79	0.06	0.06	5.2894507	PMS	K	huber16	rebull17	21.256038647343	17.7718832891247	4.22664224025124	3.86684920354155	Clust
612	EPIC211812724	0.235	0.13	0.093	0.25	0.086	0.075	3561	209	250	0.006657	0.00110568849336226	0.00110568849336226	-0.067	0.15	0.21	5.021	0.108	0.09	NA	NA	NA	0.6078	0	0	0.79	0.06	0.06	5.4598807	PMS	M	huber16	rebull17	47.4468085106383	32.2	6.44481887110362	16.6094110464512	Clust
613	EPIC211815922	0.533	0.072	0.086	0.466	0.067	0.069	4064	188	156	0.03645	0.00515335071155015	0.00515335071155015	-0.042	0.2	0.2	4.81	0.072	0.06	NA	NA	NA	0.8684	0	0	0.79	0.06	0.06	5.1301642	PMS	K	huber16	rebull17	14.8217636022514	14.5922746781116	4.23228346456693	14.1381363828536	Clust
614	EPIC211817992	0.203	0.087	0.062	0.217	0.061	0.056	3476	156	219	0.006447	0.00103386300605646	0.00103386300605646	-0.038	0.15	0.18	5.065	0.084	0.07	NA	NA	NA	2.1808	0	0	0.79	0.06	0.06	5.5155982	PMS	M	huber16	rebull17	36.6995073891626	26.9585253456221	5.39413118527043	16.036342578819	Clust
615	EPIC211818650	0.192	0.105	0.105	0.207	0.076	0.103	3452	183	1065	0.02118	0.00375896221239709	0.00375896221239709	-0.075	0.16	0.32	5.084	0.234	0.108	NA	NA	NA	0.2759	0	0	0.79	0.06	0.06	5.5313302	PMS	M	huber16	rebull17	54.6875	43.2367149758454	18.0764774044032	17.7476969423847	Clust
616	EPIC211820823	0.163	0.022	0.014	0.183	0.02	0.011	3422	149	127	0.004782	0.000834274027482896	0.000834274027482896	-0.137	0.2	0.24	5.126	0.025	0.035	NA	NA	NA	1.1362	0	0	0.79	0.06	0.06	5.5509952	PMS	M	huber16	rebull17	11.0429447852761	8.46994535519126	4.03272939801286	17.4461319005206	Clust
617	EPIC211822797	0.438	0.036	0.071	0.392	0.028	0.062	3826	92	76	0.07721	0.00985406386670119	0.00985406386670119	-0.017	0.06	0.06	4.889	0.07	0.025	NA	NA	NA	14.7373	0	0	0.79	0.06	0.06	5.2861732	PMS	K	huber16	rebull17	12.2146118721461	11.4795918367347	2.1955044432828	12.762678236888	Clust
618	EPIC211824166	0.218	0.097	0.083	0.223	0.072	0.064	3491	206	248	0.002988	0.00066246519670265	0.00066246519670265	-0.052	0.15	0.21	5.056	0.09	0.09	NA	NA	NA	0.1657	0	0	0.79	0.06	0.06	5.5057657	PMS	M	huber16	rebull17	41.2844036697248	30.4932735426009	6.50243483242624	22.1708566500218	Clust
619	EPIC211826149	0.292	0.101	0.101	0.286	0.079	0.083	3679	179	215	0.01398	0.00205358493000233	0.00205358493000233	-0.071	0.15	0.24	4.986	0.102	0.085	NA	NA	NA	7.1752	0	0	0.79	0.06	0.06	5.3825317	PMS	M	huber16	rebull17	34.5890410958904	28.3216783216783	5.35471595542267	14.689448712463	Clust
620	EPIC211827220	0.279	0.026	0.047	0.271	0.023	0.034	3573	42	42	0.03438	0.00518855384457919	0.00518855384457919	0.003	0.2	0.16	5.014	0.036	0.03	NA	NA	NA	12.2172	0	0	0.79	0.06	0.06	5.4520147	PMS	M	huber16	rebull17	13.0824372759857	10.5166051660517	1.17548278757347	15.0917796526445	Clust
621	EPIC211827466	0.405	0.219	0.157	0.349	0.197	0.109	3866	622	259	0.004391	0.000719906749870749	0.000719906749870749	-0.182	0.2	0.32	4.904	0.12	0.192	NA	NA	NA	1.1353	0	0	0.79	0.06	0.06	5.2599532	PMS	K	huber16	rebull17	46.4197530864198	43.8395415472779	11.3942058975685	16.3950523769244	Clust
622	EPIC211827577	0.207	0.051	0.031	0.215	0.041	0.022	3511	84	84	0.006489	0.00101917419735521	0.00101917419735521	-0.068	0.18	0.15	5.072	0.036	0.048	NA	NA	NA	1.4197	0	0	0.79	0.06	0.06	5.4926557	PMS	M	huber16	rebull17	19.8067632850242	14.6511627906977	2.39248077470806	15.7061827300849	Clust
623	EPIC211828967	0.181	0.038	0.021	0.196	0.033	0.02	3517	104	167	0.008421	0.00123367894201105	0.00123367894201105	-0.193	0.2	0.2	5.111	0.03	0.054	NA	NA	NA	1.1265	0	0	0.79	0.06	0.06	5.4887227	PMS	M	huber16	rebull17	16.2983425414365	13.5204081632653	3.85271538242821	14.6500289990625	Clust
624	EPIC211832848	0.278	0.033	0.033	0.272	0.025	0.023	3573	71	42	0.0332	0.00463910903734431	0.00463910903734431	-0.004	0.2	0.08	5.008	0.03	0.03	NA	NA	NA	0.8985	0	0	0.79	0.06	0.06	5.4520147	PMS	M	huber16	rebull17	11.8705035971223	8.8235294117647	1.5813042261405	13.9732199920009	Clust
625	EPIC211833336	0.483	0.019	0.039	0.425	0.018	0.027	3887	38	46	0.06416	0.00837453423614088	0.00837453423614088	0.063	0.05	0.06	4.858	0.027	0.02	NA	NA	NA	16.8567	0	0	0.79	0.06	0.06	5.2461877	PMS	K	huber16	rebull17	6.00414078674948	5.29411764705882	1.08052482634422	13.0525782982246	Clust
626	EPIC211834355	0.279	0.053	0.045	0.271	0.041	0.031	3670	113	136	0.01744	0.00252696632694834	0.00252696632694834	-0.149	0.2	0.2	5.014	0.03	0.036	NA	NA	NA	21.2769	0	0	0.79	0.06	0.06	5.3884312	PMS	M	huber16	rebull17	17.5627240143369	13.2841328413284	3.39237057220708	14.4894858196579	Clust
627	EPIC211835162	0.402	0.132	0.184	0.362	0.108	0.123	3840	278	278	0.01016	0.00163297131622558	0.00163297131622558	-0.086	0.18	0.24	4.905	0.126	0.126	NA	NA	NA	1.3075	0	0	0.79	0.06	0.06	5.2769962	PMS	K	huber16	rebull17	39.3034825870647	31.9060773480663	7.23958333333333	16.0725523250549	Clust
628	EPIC211838068	0.502	0.062	0.062	0.441	0.067	0.05	4030	121	145	0.04795	0.00687397678497892	0.00687397678497892	-0.109	0.2	0.24	4.835	0.045	0.063	NA	NA	NA	18.8731	0	0	0.79	0.06	0.06	5.1524512	PMS	K	huber16	rebull17	12.3505976095618	13.265306122449	3.30024813895782	14.3357180082981	Clust
629	EPIC211839847	0.168	0.032	0.009	0.188	0.021	0.012	3436	125	104	0.008295	0.00123532809268494	0.00123532809268494	-0.169	0.24	0.16	5.113	0.03	0.03	NA	NA	NA	1.2449	0	0	0.79	0.06	0.06	5.5418182	PMS	M	huber16	rebull17	12.202380952381	8.77659574468085	3.33236321303842	14.8924423470155	Clust
630	EPIC211841501	1.263465834	0.02652364	0.02652364	1.52215303	0.095186835	0.095186835	6176	224	187	3.026	0.253186468904436	0.253186468904436	-0.003	0.12	0.18	4.186	0.17	0.272	NA	NA	NA	1.8829	0	0	0.79	0.06	0.06	3.7457482	MS	F	huber16	rebull17	2.09927639404613	6.2534339927701	3.32739637305699	8.36703466306794	Clust
631	EPIC211841807	0.166	0.019	0.016	0.184	0.018	0.012	3409	117	137	0.007726	0.00141305179073558	0.00141305179073558	-0.091	0.25	0.25	5.121	0.02	0.032	NA	NA	NA	2.007	0	0	0.79	0.06	0.06	5.5595167	PMS	M	huber16	rebull17	10.5421686746988	8.15217391304348	3.72543267820475	18.2895649849286	Clust
632	EPIC211841991	0.487	0.053	0.044	0.432	0.045	0.035	3931	109	78	0.0816	0.00931168964210541	0.00931168964210541	-0.017	0.06	0.08	4.857	0.03	0.048	NA	NA	NA	15.0679	0	0	0.79	0.06	0.06	5.2173457	PMS	K	huber16	rebull17	9.95893223819302	9.25925925925926	2.37852963622488	11.4113843653253	Clust
633	EPIC211842313	1.332125985	0.028434794	0.028434794	1.42915368	0.085414562	0.085414562	6720	203	162	3.489	0.307952274194356	0.307952274194356	0.056	0.1	0.14	4.141	0.115	0.184	NA	NA	NA	2.3904	0	0	0.79	0.06	0.06	3.3891562	MS	F	huber16	rebull17	2.13454240215876	5.97658342803274	2.71577380952381	8.82637644581129	Clust
634	EPIC211842439	1.107758977	0.022997057	0.022997057	1.002946481	0.055672051	0.055672051	6423	153	153	1.385	0.124047931468375	0.124047931468375	0.07	0.1	0.1	4.275	0.06	0.06	NA	NA	NA	7.662	0	0	0.79	0.06	0.06	3.5838397	MS	F	huber16	rebull17	2.07599825209992	5.55084962704007	2.38206445586175	8.95652934789711	Clust
635	EPIC211843786	0.271	0.168	0.105	0.266	0.116	0.081	3625	325	232	0.002591	0.000598916615784702	0.000598916615784702	-0.112	0.18	0.27	5.004	0.105	0.126	NA	NA	NA	0.7027	0	0	0.79	0.06	0.06	5.4179287	PMS	M	huber16	rebull17	50.3690036900369	37.0300751879699	7.68275862068965	23.115268845415	Clust
636	EPIC211844142	0.154	0.02	0.009	0.172	0.017	0.005	3400	110	165	0.005178	0.000993322347626448	0.000993322347626448	-0.173	0.24	0.24	5.143	0.02	0.028	NA	NA	NA	0.3981	0	0	0.79	0.06	0.06	5.5654162	PMS	M	huber16	rebull17	9.41558441558441	6.3953488372093	4.04411764705882	19.1835138591434	Clust
637	EPIC211845034	0.249	0.04	0.027	0.256	0.025	0.023	3561	85	85	0.02392	0.00346550191050633	0.00346550191050633	0.013	0.08	0.14	5.025	0.025	0.025	NA	NA	NA	1.3311	0	0	0.79	0.06	0.06	5.4598807	PMS	M	huber16	rebull17	13.4538152610442	9.375	2.3869699522606	14.4878842412472	Clust
638	EPIC211845069	0.16	0.014	0.014	0.178	0.01	0.011	3329	158	79	0.006484	0.00107178668134381	0.00107178668134381	-0.089	0.2	0.24	5.131	0.025	0.025	NA	NA	NA	1.3286	0	0	0.79	0.06	0.06	5.6119567	PMS	M	huber16	rebull17	8.75	5.89887640449438	3.5596275157705	16.5297143945684	Clust
639	EPIC211846954	0.453	0.072	0.116	0.402	0.065	0.086	3867	192	192	0.03183	0.00234718450835282	0.00234718450835282	-0.029	0.15	0.18	4.875	0.084	0.06	NA	NA	NA	0.9054	0	0	0.79	0.06	0.06	5.2592977	PMS	K	huber16	rebull17	20.7505518763797	18.7810945273632	4.96508921644686	7.37412663635823	Clust
640	EPIC211847321	0.215	0.043	0.035	0.222	0.032	0.028	3579	87	131	0.01024	0.00163801791858941	0.00163801791858941	-0.184	0.21	0.15	5.068	0.035	0.042	NA	NA	NA	0.5571	0	0	0.79	0.06	0.06	5.4480817	PMS	M	huber16	rebull17	18.1395348837209	13.5135135135135	3.04554344789047	15.9962687362247	Clust
641	EPIC211847798	0.324	0.116	0.116	0.308	0.091	0.083	3725	184	221	0.01792	0.002824910369399	0.002824910369399	-0.075	0.15	0.24	4.969	0.09	0.09	NA	NA	NA	19.4067	0	0	0.79	0.06	0.06	5.3523787	PMS	K	huber16	rebull17	35.8024691358025	28.2467532467532	5.43624161073826	15.7640087578069	Clust
642	EPIC211851325	0.397	0.079	0.111	0.364	0.066	0.094	3765	166	138	NA	NA	NA	0.04	0.12	0.18	4.916	0.096	0.06	NA	NA	NA	1.1687	0	0	0.79	0.06	0.06	5.3261587	PMS	K	huber16	rebull17	23.9294710327456	21.978021978022	4.03718459495352	100	Clust
643	EPIC211880808	0.182	0.034	0.028	0.199	0.025	0.022	3458	162	108	0.005144	0.000772827009450475	0.000772827009450475	-0.102	0.2	0.24	5.097	0.04	0.04	NA	NA	NA	2.4978	0	0	0.79	0.06	0.06	5.5273972	PMS	M	huber16	rebull17	17.032967032967	11.8090452261307	3.90399074609601	15.0238532163778	Clust
644	EPIC211885995	0.397	0.049	0.059	0.36	0.035	0.049	3780	61	92	0.0737	0.0107129309455571	0.0107129309455571	0.003	0.06	0.12	4.917	0.06	0.036	NA	NA	NA	9.1528	0	0	0.79	0.06	0.06	5.3163262	PMS	K	huber16	rebull17	13.6020151133501	11.6666666666667	2.02380952380952	14.5358628840666	Clust
645	EPIC211887287	0.33	0.276	0.153	0.316	0.254	0.109	3775	737	307	0.003444	0.000768585137892467	0.000768585137892467	-0.162	0.2	0.36	4.949	0.12	0.24	NA	NA	NA	0.563	0	0	0.79	0.06	0.06	5.3196037	PMS	K	huber16	rebull17	65	57.4367088607595	13.8278145695364	22.3166416345083	Clust
646	EPIC211887567	0.227	0.132	0.083	0.234	0.084	0.072	3531	225	271	0.002294	0.000526991123757947	0.000526991123757947	-0.087	0.18	0.24	5.03	0.108	0.09	NA	NA	NA	1.7425	0	0	0.79	0.06	0.06	5.4795457	PMS	M	huber16	rebull17	47.3568281938326	33.3333333333333	7.02350608892665	22.9725860400151	Clust
647	EPIC211887839	0.59	0.051	0.044	0.516	0.054	0.031	4179	152	127	0.1341	0.0163023952728163	0.0163023952728163	-0.04	0.12	0.12	4.765	0.035	0.049	NA	NA	NA	12.689	0	0	0.79	0.06	0.06	5.0547817	PMS	K	huber16	rebull17	8.05084745762712	8.23643410852713	3.3381191672649	12.1568943123164	Clust
648	EPIC211889082	0.505	0.054	0.054	0.449	0.042	0.046	3982	117	117	0.06863	0.0094260908142198	0.0094260908142198	-0.017	0.08	0.1	4.839	0.035	0.049	NA	NA	NA	12.3485	0	0	0.79	0.06	0.06	5.1839152	PMS	K	huber16	rebull17	10.6930693069307	9.79955456570156	2.93822199899548	13.7346507565493	Clust
649	EPIC211889413	0.35	0.197	0.164	0.345	0.177	0.117	3815	496	310	0.002811	0.000593289790606996	0.000593289790606996	-0.162	0.2	0.32	4.936	0.125	0.175	NA	NA	NA	1.3923	0	0	0.79	0.06	0.06	5.2933837	PMS	K	huber16	rebull17	51.5714285714286	42.6086956521739	10.5635648754915	21.1060046462823	Clust
650	EPIC211889983	0.793782411	0.015789802	0.015789802	0.718787857	0.033877494	0.033877494	5031	80	60	0.3277	0.0310074125677594	0.0310074125677594	-0.203	0.3	0.3	4.555	0.04	1.032	NA	NA	NA	9.6362	0	0	0.79	0.06	0.06	4.4962957	MS	K	huber16	rebull17	1.9891851697883	4.71314222549533	1.39137348439674	9.46213383209015	Clust
651	EPIC211890182	0.172	0.034	0.017	0.19	0.026	0.013	3429	128	85	0.005046	0.000800926999288937	0.000800926999288937	-0.133	0.2	0.2	5.116	0.025	0.04	NA	NA	NA	2.3401	0	0	0.79	0.06	0.06	5.5464067	PMS	M	huber16	rebull17	14.8255813953488	10.2631578947368	3.10586176727909	15.8725128673987	Clust
652	EPIC211890216	0.535	0.028	0.066	0.476	0.022	0.059	4002	81	97	0.1154	0.0141125112597876	0.0141125112597876	-0.017	0.12	0.12	4.813	0.055	0.025	NA	NA	NA	12.5019	0	0	0.79	0.06	0.06	5.1708052	PMS	K	huber16	rebull17	8.78504672897196	8.50840336134454	2.22388805597201	12.2292125301452	Clust
653	EPIC211890774	0.29	0.089	0.037	0.28	0.073	0.031	3580	127	84	0.04688	0.00661370728948486	0.00661370728948486	0.098	0.06	0.08	4.995	0.036	0.072	NA	NA	NA	9.4285	0	0	0.79	0.06	0.06	5.4474262	PMS	M	huber16	rebull17	21.7241379310345	18.5714285714286	2.94692737430168	14.1077373922459	Clust
654	EPIC211891359	0.457	0.014	0.014	0.408	0.01	0.012	3839	38	38	0.1303	0.0163798582677913	0.0163798582677913	0.103	0.08	0.1	4.877	0.02	0.02	NA	NA	NA	12.7863	0	0	0.79	0.06	0.06	5.2776517	PMS	K	huber16	rebull17	3.06345733041575	2.69607843137255	0.989841104454285	12.5708812492642	Clust
655	EPIC211891774	0.173	0.046	0.015	0.19	0.038	0.014	3381	146	53	0.0174	0.0025151547237823	0.0025151547237823	-0.044	0.12	0.12	5.109	0.025	0.055	NA	NA	NA	0.5939	0	0	0.79	0.06	0.06	5.5778707	PMS	M	huber16	rebull17	17.6300578034682	13.6842105263158	2.94291629695356	14.4549122056454	Clust
656	EPIC211891961	0.215	0.036	0.036	0.224	0.023	0.035	3517	104	104	0.01011	0.00157283819388111	0.00157283819388111	-0.09	0.18	0.18	5.063	0.049	0.035	NA	NA	NA	1.5866	0	0	0.79	0.06	0.06	5.4887227	PMS	M	huber16	rebull17	16.7441860465116	12.9464285714286	2.95706568097811	15.5572521649962	Clust
657	EPIC211892153	0.566	0.071	0.022	0.503	0.061	0.018	4184	66	66	0.1536	0.0177969091817354	0.0177969091817354	-0.07	0.12	0.12	4.781	0.02	0.044	NA	NA	NA	27.2247	0	0	0.79	0.06	0.06	5.0515042	PMS	K	huber16	rebull17	8.21554770318021	7.85288270377734	1.5774378585086	11.5865294151923	Clust
658	EPIC211892173	0.156	0.023	0.014	0.176	0.018	0.012	3372	128	128	0.005189	0.00100294899305735	0.00100294899305735	-0.112	0.2	0.2	5.136	0.025	0.035	NA	NA	NA	0.4864	0	0	0.79	0.06	0.06	5.5837702	PMS	M	huber16	rebull17	11.8589743589744	8.52272727272727	3.79596678529063	19.3283675671102	Clust
659	EPIC211892240	0.29	0.057	0.103	0.282	0.041	0.078	3640	107	128	0.03031	0.00425589433550703	0.00425589433550703	-0.045	0.15	0.15	4.998	0.099	0.045	NA	NA	NA	20.7332	0	0	0.79	0.06	0.06	5.4080962	PMS	M	huber16	rebull17	27.5862068965517	21.0992907801418	3.22802197802198	14.0412218261532	Clust
660	EPIC211892510	0.188	0.036	0.042	0.205	0.03	0.038	3440	69	55	0.01355	0.00205482328056021	0.00205482328056021	-0.068	0.16	0.28	5.084	0.072	0.045	NA	NA	NA	1.416	0	0	0.79	0.06	0.06	5.5391962	PMS	M	huber16	rebull17	20.7446808510638	16.5853658536585	1.80232558139535	15.164747458009	Clust
661	EPIC211892816	0.206	0.101	0.063	0.214	0.068	0.052	3499	184	221	0.0003709	8.36464753420232e-05	8.36464753420232e-05	-0.052	0.15	0.21	5.061	0.09	0.09	NA	NA	NA	0.4173	0	0	0.79	0.06	0.06	5.5005217	PMS	M	huber16	rebull17	39.8058252427184	28.0373831775701	5.78736781937697	22.552298555412	Clust
662	EPIC211892842	0.361	0.244	0.183	0.327	0.205	0.109	3783	596	298	0.003365	0.000990456593822091	0.000990456593822091	-0.162	0.2	0.32	4.943	0.115	0.207	NA	NA	NA	0.2744	0	0	0.79	0.06	0.06	5.3143597	PMS	K	huber16	rebull17	59.1412742382271	48.0122324159021	11.8160190325139	29.4340741106119	Clust
663	EPIC211893704	0.177	0.048	0.022	0.196	0.036	0.02	3456	141	141	0.00452	0.000860603035951736	0.000860603035951736	-0.102	0.16	0.24	5.103	0.035	0.049	NA	NA	NA	0.7828	0	0	0.79	0.06	0.06	5.5287082	PMS	M	huber16	rebull17	19.774011299435	14.2857142857143	4.07986111111111	19.0398901759234	Clust
664	EPIC211894087	0.302	0.191	0.137	0.285	0.142	0.095	3734	399	285	0.002566	0.00058403988877201	0.00058403988877201	-0.122	0.2	0.28	4.966	0.115	0.161	NA	NA	NA	1.1608	0	0	0.79	0.06	0.06	5.3464792	PMS	K	huber16	rebull17	54.3046357615894	41.5789473684211	9.15907873594001	22.7607127346847	Clust
665	EPIC211895099	1.10114357	0.022829751	0.022829751	1.152507111	0.062959068	0.062959068	5993	143	143	1.504	0.138440851394981	0.138440851394981	-0.07	0.15	0.24	4.246	0.175	0.245	NA	NA	NA	7.3144	0	0	0.79	0.06	0.06	3.8657047	MS	G	huber16	rebull17	2.07327651198108	5.4627921510499	2.38611713665944	9.20484384275142	Clust
666	EPIC211895744	0.165	0.037	0.011	0.186	0.028	0.012	3393	108	67	0.02335	0.0048874810459629	0.0048874810459629	-0.134	0.24	0.09	5.116	0.025	0.035	NA	NA	NA	2.3806	0	0	0.79	0.06	0.06	5.5700047	PMS	M	huber16	rebull17	14.5454545454545	10.752688172043	2.57883878573534	20.9313963424535	Clust
667	EPIC211895966	0.527	0.054	0.019	0.466	0.042	0.028	4077	49	40	0.1476	0.0179354926980169	0.0179354926980169	-0.137	0.16	0.08	4.809	0.036	0.03	NA	NA	NA	14.6054	0	0	0.79	0.06	0.06	5.1216427	PMS	K	huber16	rebull17	6.92599620493359	7.51072961373391	1.09148883983321	12.1514178170846	Clust
668	EPIC211896418	0.947725521	0.017454287	0.017454287	0.891590487	0.04015627	0.04015627	5664	90	113	0.7261	0.0590860292925691	0.0590860292925691	0.014	0.15	0.15	4.445	0.055	0.363	NA	NA	NA	9.6739	0	0	0.79	0.06	0.06	4.0813642	MS	G	huber16	rebull17	1.84170275182449	4.50389170650718	1.7920197740113	8.13745066692868	Clust
669	EPIC211896450	0.618	0.059	0.049	0.557	0.052	0.048	4252	169	135	0.1435	0.0215718909876998	0.0215718909876998	-0.031	0.1	0.12	4.733	0.045	0.045	NA	NA	NA	12.3757	0	0	0.79	0.06	0.06	5.0069302	PMS	K	huber16	rebull17	8.7378640776699	8.97666068222621	3.57478833490122	15.0326766464807	Clust
670	EPIC211896596	1.173	0.31	0.258	2.222	1.838	0.533	5713	225	225	2.337	0.239227769190732	0.239227769190732	-0.098	0.2	0.48	3.798	0.195	0.351	NA	NA	NA	2.9752	0	0	0.79	0.06	0.06	4.0492447	PMS	G	huber16	rebull17	24.2114236999148	53.3528352835284	3.9383861368808	10.2365326996462	Clust
671	EPIC211896670	0.215	0.039	0.032	0.224	0.034	0.025	3479	97	55	0.02851	0.00424079124494837	0.00424079124494837	0.033	0.1	0.14	5.06	0.04	0.048	NA	NA	NA	6.9619	0	0	0.79	0.06	0.06	5.5136317	PMS	M	huber16	rebull17	16.5116279069767	13.1696428571429	2.18453578614544	14.8747500699697	Clust
672	EPIC211896749	0.391	0.028	0.068	0.357	0.022	0.059	3704	44	104	0.03426	0.00476794040279367	0.00476794040279367	0.139	0.06	0.14	4.915	0.06	0.03	NA	NA	NA	21.0303	0	0	0.79	0.06	0.06	5.3661442	PMS	K	huber16	rebull17	12.2762148337596	11.344537815126	1.99784017278618	13.9169305393861	Clust
673	EPIC211896805	0.175	0.021	0.012	0.193	0.019	0.011	3410	103	82	0.004921	0.000819834577182524	0.000819834577182524	-0.023	0.15	0.18	5.104	0.025	0.035	NA	NA	NA	0.9645	0	0	0.79	0.06	0.06	5.5588612	PMS	M	huber16	rebull17	9.42857142857143	7.7720207253886	2.71260997067449	16.6599182520326	Clust
674	EPIC211896912	0.175	0.04	0.028	0.187	0.036	0.02	3465	139	222	0.01244	0.00194277553250657	0.00194277553250657	-0.148	0.3	0.15	5.125	0.02	0.057	NA	NA	NA	13.816	0	0	0.79	0.06	0.06	5.5228087	PMS	M	huber16	rebull17	19.4285714285714	14.9732620320856	5.20923520923521	15.6171666600207	Clust
675	EPIC211896957	0.336	0.144	0.12	0.299	0.102	0.089	3687	274	196	NA	NA	NA	-0.055	0.16	0.24	4.97	0.09	0.108	NA	NA	NA	0.2383	0	0	0.79	0.06	0.06	5.3772877	PMS	M	huber16	rebull17	39.2857142857143	31.9397993311037	6.37374559262273	100	Clust
676	EPIC211896979	0.727	0.03	0.06	0.649	0.043	0.04	4558	91	54	0.1407	0.00318563163387266	0.00318563163387266	-0.01	0.15	0.18	4.665	0.02	0.032	NA	NA	NA	13.1088	0	0	0.79	0.06	0.06	4.8063472	PMS	K	huber16	rebull17	6.1898211829436	6.3944530046225	1.5906099166301	2.2641305144795	Clust
677	EPIC211897054	0.177	0.026	0.009	0.194	0.022	0.005	3425	100	100	0.008426	0.00131624745108257	0.00131624745108257	-0.038	0.15	0.18	5.106	0.02	0.036	NA	NA	NA	3.209	0	0	0.79	0.06	0.06	5.5490287	PMS	M	huber16	rebull17	9.88700564971751	6.95876288659794	2.91970802919708	15.6212609907734	Clust
678	EPIC211897200	0.207	0.056	0.04	0.217	0.048	0.033	3545	146	146	0.002403	0.000458096676709202	0.000458096676709202	-0.145	0.16	0.2	5.067	0.05	0.05	NA	NA	NA	0.6558	0	0	0.79	0.06	0.06	5.4703687	PMS	M	huber16	rebull17	23.1884057971014	18.6635944700461	4.11847672778561	19.0635321144071	Clust
679	EPIC211897821	0.48	0.023	0.031	0.426	0.02	0.026	3881	46	46	0.06608	0.00876112388393854	0.00876112388393854	0.063	0.05	0.08	4.858	0.024	0.02	NA	NA	NA	16.723	0	0	0.79	0.06	0.06	5.2501207	PMS	K	huber16	rebull17	5.625	5.39906103286385	1.18526153053337	13.2583593885269	Clust
680	EPIC211897893	0.171	0.02	0.016	0.187	0.02	0.013	3415	135	96	0.005211	0.000813227917034122	0.000813227917034122	-0.138	0.24	0.2	5.122	0.02	0.036	NA	NA	NA	0.3991	0	0	0.79	0.06	0.06	5.5555837	PMS	M	huber16	rebull17	10.5263157894737	8.82352941176471	3.38213762811127	15.6059857423551	Clust
681	EPIC211898181	1.05	0.242	0.121	4.967	5.726	1.723	4970	60	60	6.421	0.71108536909373	0.71108536909373	-0.44	0.28	0.2	2.975	0.492	0.656	NA	NA	NA	2.5241	0	0	0.79	0.06	0.06	4.5362812	PMS	K	huber16	rebull17	17.2857142857143	74.9849003422589	1.20724346076459	11.0743711118787	Clust
682	EPIC211898294	0.72	0.024	0.059	0.65	0.024	0.055	4550	54	73	0.4118	0.0451385841138795	0.0451385841138795	-0.008	0.06	0.22	4.664	0.039	0.02	NA	NA	NA	17.8079	0	0	0.79	0.06	0.06	4.8115912	PMS	K	huber16	rebull17	5.76388888888889	6.07692307692308	1.3956043956044	10.9612880315395	Clust
683	EPIC211898716	0.23	0.059	0.05	0.242	0.037	0.046	3530	104	104	0.02602	0.00376613195396589	0.00376613195396589	0.008	0.12	0.18	5.031	0.064	0.04	NA	NA	NA	1.9731	0	0	0.79	0.06	0.06	5.4802012	PMS	M	huber16	rebull17	23.695652173913	17.1487603305785	2.94617563739377	14.4739890621287	Clust
684	EPIC211898878	0.17	0.031	0.003	0.191	0.029	0.007	3392	53	66	0.01215	0.00190977458524006	0.00190977458524006	0.073	0.05	0.14	5.101	0.024	0.044	NA	NA	NA	0.075	0	0	0.79	0.06	0.06	5.5706602	PMS	M	huber16	rebull17	10	9.42408376963351	1.75412735849057	15.7183093435396	Clust
